record_id,species_name,common_name,plant_type,region,country,year,height_m,dbh_cm,wood_density_g_cm3,agb_kg,bgb_kg,carbon_storage_kg,total_CO2eq_stored_kg,annual_C_kg,annual_CO2_kg,annual_growth_rate_pct,co2_absorption_change_rate_pct,mortality_rate,leaf_area_index,canopy_m2,root_depth_m,mean_temp_C,annual_rainfall_mm,soil_type,soil_carbon_percent,altitude_m,latitude,longitude,urban_density_index,land_use_type,maintenance_cost_usd_per_year,policy_zone,iucn_status,biodiversity_value,habitat_loss_percent,protected_area_presence,invasive_risk_score,source
R000742,Milicia excelsa var3,Iroko (var3),tree,Africa,Ethiopia,2012,1.5,59.001,0.517,270.195,73.48,161.527,592.266,2.1826,8.0027,1.35,0.78,0.0151,4.204,59.272,2.39,24.58,847.8,Clay,0.799,651.9,24.717093,-71.148459,3.91,garden,11.38,moderate,LC,0.62,6.09,0,0.074,Hybrid-synthetic (modeled from literature distributions)
R000743,Hibiscus rosa-sinensis,Hibiscus (common),flower,Oceania,New Zealand,2017,1.091,0.0,,0.171,0.028,0.093,0.342,0.0505,0.1853,54.21,1.76,0.2021,1.409,0.596,0.11,24.98,981.2,Clay,2.195,805.1,3.784416,45.80049,8.2,community_garden,30.63,low,CR,0.343,0.0,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R000744,Prunus africana var8,African cherry (var8),tree,South America,Argentina,2010,4.613,41.514,0.541,430.286,113.651,255.65,937.384,1.4433,5.2922,0.56,0.81,0.0188,2.747,76.275,1.302,24.37,1380.8,Chalky,1.776,6.6,-46.438485,-88.187159,50.39,community_garden,15.88,moderate,CR,0.883,6.57,0,0.173,Hybrid-synthetic (modeled from literature distributions)
R000745,Chrysanthemum morifolium var4,Chrysanthemum (var4),flower,Asia,India,2016,0.145,0.0,,0.024,0.006,0.014,0.051,0.0063,0.023,45.42,-1.58,0.0529,1.124,0.151,0.175,22.26,1411.0,Loam,2.627,261.0,32.825302,85.617838,67.3,community_garden,12.54,moderate,VU,0.988,6.24,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000746,Lantana camara var6,Lantana (var6),flower,Europe,Spain,2000,0.351,0.0,,0.101,0.023,0.059,0.215,0.0327,0.1201,55.95,-3.3,0.05,0.2,0.707,0.262,6.49,702.7,Loam-Clay,2.429,83.7,35.553405,-18.445,31.14,natural_forest,3.88,low,LC,0.47,21.27,0,0.291,Hybrid-synthetic (modeled from literature distributions)
R000747,Alnus glutinosa var3,Alder (var3),tree,South America,Peru,2010,14.49,31.616,0.545,789.576,203.251,466.629,1710.972,15.5489,57.0126,3.33,0.67,0.017,3.226,104.468,1.487,8.88,2046.8,Chalky,2.08,324.6,30.781767,68.672396,28.89,roadside,38.24,high,NT,0.243,2.2,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000748,Bougainvillea glabra var5,Bougainvillea (var5),flower,Oceania,New Zealand,2024,0.641,0.0,,0.01,0.002,0.005,0.02,0.0009,0.0034,16.89,3.93,0.2962,1.374,0.722,0.079,17.41,1113.8,Peaty,1.089,0.0,-54.660669,71.376924,58.56,garden,39.53,moderate,VU,0.134,12.08,0,0.077,Hybrid-synthetic (modeled from literature distributions)
R000749,Prunus domestica var2,Plum (var2),tree,Oceania,New Zealand,2003,9.378,78.866,0.628,3660.287,1059.674,2218.382,8134.066,2.2184,8.1341,0.1,2.99,0.0424,1.711,73.727,1.155,16.83,472.4,Sandy,1.204,175.6,-28.905587,-52.288138,8.54,roadside,77.33,none,NT,0.443,23.27,1,0.161,Hybrid-synthetic (modeled from literature distributions)
R000750,Prunus africana var4,African cherry (var4),tree,Africa,Uganda,2003,12.758,22.743,0.385,253.841,84.449,158.996,582.986,5.6037,20.5469,3.52,-0.63,0.01,1.14,61.95,2.356,16.01,462.1,Silty,1.058,861.3,18.928449,95.867416,58.33,campus,35.49,none,LC,0.408,19.41,0,0.301,Hybrid-synthetic (modeled from literature distributions)
R000751,Tagetes erecta var5,Marigold (var5),flower,Oceania,New Zealand,2021,0.822,0.0,,0.203,0.039,0.114,0.417,0.0122,0.0448,10.74,-0.26,0.0849,0.816,1.614,0.347,27.11,892.8,Silty,1.04,314.3,-23.949578,-159.214939,44.16,residential_yard,13.93,none,VU,0.549,20.32,0,0.218,Hybrid-synthetic (modeled from literature distributions)
R000752,Salix babylonica var2,Weeping willow (var2),tree,South America,Brazil,2000,12.099,17.041,0.626,219.836,48.24,125.996,461.986,3.9185,14.3677,3.11,0.73,0.0438,4.392,22.1,1.304,23.99,753.0,Loam,0.988,598.7,59.539236,-88.564518,17.77,community_garden,30.07,none,EN,0.685,20.58,0,0.165,Hybrid-synthetic (modeled from literature distributions)
R000753,Acacia senegal var8,Gum acacia (var8),tree,Europe,Italy,2023,15.732,8.303,0.575,62.332,17.086,37.326,136.863,1.244,4.5612,3.33,0.96,0.0451,2.455,86.665,1.728,9.82,899.5,Silty,1.596,258.4,44.543572,-118.782039,52.01,green_roof,12.29,none,CR,0.682,19.85,0,0.018,Hybrid-synthetic (modeled from literature distributions)
R000754,Acer platanoides,Norway maple (common),tree,South America,Brazil,2023,12.202,42.673,0.536,1190.186,244.857,674.47,2473.058,8.5426,31.323,1.27,-1.42,0.0211,2.894,1.0,2.729,21.93,1136.1,Sandy,1.225,522.3,0.293015,-3.155555,41.12,residential_yard,35.64,none,NT,0.639,2.63,0,0.139,Hybrid-synthetic (modeled from literature distributions)
R000755,Bougainvillea glabra var2,Bougainvillea (var2),flower,Africa,Kenya,2023,0.984,0.0,,0.025,0.004,0.014,0.05,0.0106,0.0387,77.57,0.38,0.05,1.498,0.298,0.095,23.76,847.6,Loam,2.354,594.1,-51.93926,-160.518432,27.81,natural_forest,26.49,low,NT,0.533,0.03,1,0.491,Hybrid-synthetic (modeled from literature distributions)
R000756,Bougainvillea glabra var6,Bougainvillea (var6),flower,Oceania,Australia,2018,0.629,0.0,,0.25,0.058,0.145,0.531,0.0407,0.1492,28.09,0.04,0.05,1.294,0.056,0.05,9.53,1150.9,Chalky,2.949,0.0,-51.348112,-123.802201,44.94,garden,1.69,high,DD,0.579,16.97,0,0.053,Hybrid-synthetic (modeled from literature distributions)
R000757,Jacaranda mimosifolia var7,Jacaranda (var7),tree,Oceania,Fiji,2011,1.937,14.614,0.618,25.555,7.396,15.487,56.785,0.5542,2.0321,3.58,2.58,0.0259,5.607,1.0,1.321,14.04,1016.0,Chalky,1.262,263.7,-35.674008,110.940592,10.0,community_garden,23.81,high,LC,0.676,4.95,1,0.012,Hybrid-synthetic (modeled from literature distributions)
R000758,Pinus radiata var6,Monterey pine (var6),tree,Asia,Thailand,2012,3.625,55.125,0.648,714.03,203.149,431.074,1580.606,14.2817,52.3661,3.31,-1.54,0.0558,3.69,66.361,3.395,29.12,1021.2,Peaty,1.785,702.4,49.857432,-176.509739,5.62,green_roof,39.9,low,CR,0.581,12.88,1,0.147,Hybrid-synthetic (modeled from literature distributions)
R000759,Cordia africana var3,Cordia (var3),tree,Europe,France,2017,1.5,27.994,0.488,57.358,17.951,35.395,129.782,2.2064,8.0902,6.23,2.08,0.0122,3.177,1.0,1.561,16.13,817.9,Clay,2.756,217.4,45.298085,-136.696106,20.8,green_roof,38.79,high,DD,0.67,18.29,0,0.111,Hybrid-synthetic (modeled from literature distributions)
R000760,Cinnamomum verum var5,Cinnamon (var5),tree,Oceania,New Zealand,2019,13.744,74.65,0.837,6411.045,2093.893,3997.321,14656.843,190.3969,698.1218,4.76,0.57,0.0239,3.066,75.732,1.628,17.42,548.8,Loam,1.094,827.7,58.762766,110.912251,42.05,campus,28.97,high,CR,0.82,3.62,0,0.28,Hybrid-synthetic (modeled from literature distributions)
R000761,Picea abies var3,Norway spruce (var3),tree,Europe,Spain,2014,16.479,44.72,0.727,2397.364,653.037,1433.688,5256.857,99.5543,365.0323,6.94,2.23,0.0337,2.784,71.633,0.5,15.71,226.7,Silty,1.411,117.4,-58.674437,-8.79856,7.74,urban_park,22.29,none,VU,0.497,0.0,0,0.192,Hybrid-synthetic (modeled from literature distributions)
R000762,Eucalyptus globulus,Blue gum (common),tree,South America,Peru,2009,20.457,49.377,0.39,1943.879,409.879,1106.266,4056.309,75.4172,276.5297,6.82,1.38,0.0302,3.354,18.507,0.871,19.91,1390.6,Sandy,2.382,558.3,16.231097,44.698484,30.51,residential_yard,14.27,low,NT,0.613,20.14,0,0.12,Hybrid-synthetic (modeled from literature distributions)
R000763,Ginkgo biloba var2,Ginkgo (var2),tree,Africa,Ethiopia,2008,21.233,18.685,0.449,332.575,78.606,193.255,708.602,4.1859,15.3482,2.17,2.75,0.01,2.776,79.1,0.5,27.75,454.5,Peaty,1.872,936.0,14.774339,-68.086758,35.94,garden,27.44,none,LC,0.106,0.0,0,0.165,Hybrid-synthetic (modeled from literature distributions)
R000764,Terminalia brownii var4,Terminalia (var4),tree,Europe,Germany,2004,4.201,45.845,0.546,481.895,121.851,283.76,1040.454,14.8371,54.4028,5.23,4.68,0.015,1.947,84.749,3.862,-2.19,1008.1,Clay,1.244,52.8,47.968931,-100.904233,35.21,green_roof,50.58,low,NT,0.791,17.72,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000765,Picea abies var4,Norway spruce (var4),tree,Europe,United Kingdom,2018,14.21,13.295,0.535,134.459,41.5,82.701,303.236,4.2693,15.6542,5.16,-1.46,0.0234,4.291,39.485,1.685,2.29,893.8,Silty,1.419,175.2,33.664643,76.735434,37.22,campus,38.04,none,DD,0.279,5.33,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000766,Ginkgo biloba var7,Ginkgo (var7),tree,North America,United States,2015,11.259,48.822,0.494,1326.207,432.014,826.364,3030.001,11.063,40.5644,1.34,1.91,0.0299,4.437,14.754,0.695,5.06,383.5,Loam-Clay,2.328,756.9,36.305071,85.868369,35.62,roadside,49.83,moderate,LC,0.713,32.37,0,0.046,Hybrid-synthetic (modeled from literature distributions)
R000767,Tagetes erecta var8,Marigold (var8),flower,North America,United States,2024,0.755,0.0,,0.288,0.047,0.157,0.576,0.0785,0.2878,49.94,0.07,0.3132,1.189,0.255,0.219,8.7,1406.1,Sandy,0.361,614.0,18.416703,-29.088104,64.9,green_roof,90.62,moderate,EN,0.36,10.91,0,0.188,Hybrid-synthetic (modeled from literature distributions)
R000768,Prunus domestica var6,Plum (var6),tree,Africa,Uganda,2023,17.832,24.772,0.57,623.83,189.869,382.438,1402.274,6.7556,24.7705,1.77,-0.9,0.0188,1.879,105.007,2.999,21.2,731.9,Chalky,0.688,1511.5,-6.944311,92.465736,32.26,urban_park,19.84,high,LC,0.659,7.26,0,0.116,Hybrid-synthetic (modeled from literature distributions)
R000769,Casuarina equisetifolia var5,Casuarina (var5),tree,South America,Brazil,2010,7.759,18.638,0.648,174.687,47.293,104.331,382.546,4.8984,17.9608,4.7,-0.97,0.0189,1.059,4.007,0.5,23.96,1056.7,Peaty,3.674,0.0,-48.626985,22.668925,5.7,garden,53.03,moderate,CR,0.479,27.0,1,0.04,Hybrid-synthetic (modeled from literature distributions)
R000770,Salix babylonica var2,Weeping willow (var2),tree,Asia,India,2021,14.361,58.016,0.56,2706.093,670.51,1587.003,5819.011,57.0651,209.2387,3.6,-0.17,0.0241,4.593,36.939,1.3,19.09,50.0,Chalky,3.795,896.4,-27.0973,27.97398,23.6,natural_forest,21.09,high,CR,0.332,5.58,0,0.21,Hybrid-synthetic (modeled from literature distributions)
R000771,Tagetes erecta var7,Marigold (var7),flower,South America,Brazil,2007,0.1,0.0,,0.071,0.014,0.04,0.146,0.03,0.11,75.48,1.57,0.2177,0.526,0.756,0.05,28.48,904.1,Silty,3.034,71.9,21.632714,49.332387,19.73,residential_yard,20.81,high,NT,0.372,0.0,0,0.434,Hybrid-synthetic (modeled from literature distributions)
R000772,Albizia saman var4,Rain tree (var4),tree,Europe,United Kingdom,2015,25.514,41.467,0.678,2973.837,856.59,1800.301,6601.102,86.4039,316.8142,4.8,2.74,0.0173,4.571,33.227,1.101,11.91,1268.8,Peaty,1.695,154.4,0.297585,-78.115031,31.22,urban_park,27.63,high,VU,0.388,0.45,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000773,Delonix regia var4,Flame tree (var4),tree,North America,Mexico,2013,7.384,68.057,0.684,2338.032,541.459,1353.361,4962.323,31.9783,117.2539,2.36,-0.12,0.0187,2.628,29.352,1.624,11.57,1480.3,Loam-Clay,1.401,1088.7,-44.875436,39.26121,21.87,garden,38.02,low,EN,0.542,22.05,1,0.099,Hybrid-synthetic (modeled from literature distributions)
R000774,Chrysanthemum morifolium var7,Chrysanthemum (var7),flower,Asia,Philippines,2012,0.954,0.0,,0.057,0.012,0.032,0.118,0.0193,0.0707,59.69,-0.91,0.0711,1.077,0.807,0.307,16.52,966.9,Chalky,1.758,291.3,-4.199204,104.515288,4.88,campus,36.53,low,NT,0.605,38.33,0,0.188,Hybrid-synthetic (modeled from literature distributions)
R000775,Grevillea robusta var5,Silk oak (var5),tree,Europe,Spain,2010,12.283,7.013,0.3,18.147,5.106,10.929,40.073,0.4407,1.6161,4.03,2.94,0.0537,1.165,33.84,0.5,11.38,734.4,Chalky,0.894,0.0,-3.973893,-2.695803,23.55,roadside,33.02,none,DD,0.304,3.28,0,0.217,Hybrid-synthetic (modeled from literature distributions)
R000776,Prunus domestica var4,Plum (var4),tree,North America,Canada,2011,11.612,23.769,0.629,412.544,85.505,234.083,858.305,4.7631,17.4648,2.03,1.85,0.01,1.028,35.414,1.111,-3.46,262.1,Loam,1.857,837.0,-54.796404,108.925886,15.57,green_roof,32.82,moderate,CR,0.392,2.45,0,0.268,Hybrid-synthetic (modeled from literature distributions)
R000777,Eucalyptus globulus var5,Blue gum (var5),tree,Europe,Germany,2011,16.768,5.0,0.424,17.754,4.663,10.536,38.632,0.316,1.1585,3.0,2.1,0.01,3.406,1.526,0.5,9.09,861.2,Peaty,1.235,0.0,-20.24985,19.330231,22.79,community_garden,18.93,low,EN,0.556,11.79,0,0.38,Hybrid-synthetic (modeled from literature distributions)
R000778,Ficus benjamina var7,Weeping fig (var7),tree,Asia,China,2021,4.059,42.015,0.424,304.128,99.704,189.801,695.936,17.4202,63.874,9.18,-1.17,0.022,2.728,24.766,2.391,26.7,1406.0,Clay,0.835,677.8,47.690709,-101.69808,36.59,garden,40.37,none,LC,0.8,9.41,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000779,Acacia senegal var4,Gum acacia (var4),tree,Asia,Thailand,2004,10.05,58.904,0.407,1418.711,431.753,869.718,3188.965,60.3991,221.4633,6.94,0.57,0.0141,4.772,34.188,1.81,23.96,1010.6,Loam-Clay,1.962,0.0,1.112915,-29.865615,6.14,residential_yard,168.32,none,VU,0.413,46.08,0,0.064,Hybrid-synthetic (modeled from literature distributions)
R000780,Mangifera indica,Mango (common),tree,Europe,Spain,2015,5.472,41.839,0.635,607.805,201.875,380.55,1395.349,25.3581,92.9796,6.66,-2.08,0.01,1.518,14.55,1.243,12.74,891.1,Sandy,1.958,567.2,-51.961249,93.078269,11.36,green_roof,27.81,low,DD,0.587,0.0,1,0.066,Hybrid-synthetic (modeled from literature distributions)
R000781,Lantana camara var4,Lantana (var4),flower,Asia,China,2017,0.194,0.0,,0.268,0.061,0.155,0.567,0.0299,0.1096,19.34,0.19,0.2792,1.34,0.521,0.204,29.03,579.4,Peaty,4.945,0.0,-32.225579,-5.171433,20.85,residential_yard,113.73,high,CR,0.146,7.45,1,0.218,Hybrid-synthetic (modeled from literature distributions)
R000782,Tectona grandis,Teak (common),tree,Oceania,Fiji,2021,15.278,50.604,0.619,2423.195,610.972,1426.058,5228.88,110.264,404.3012,7.73,-1.82,0.0308,2.199,143.856,2.025,15.86,1100.1,Sandy,1.476,904.0,-42.520374,-63.889396,19.94,natural_forest,22.71,none,VU,0.714,21.72,0,0.066,Hybrid-synthetic (modeled from literature distributions)
R000783,Pinus radiata var8,Monterey pine (var8),tree,Africa,Tanzania,2006,14.085,45.398,0.622,1806.702,496.822,1082.656,3969.739,32.1383,117.8404,2.97,-2.57,0.0232,3.686,1.129,1.202,26.64,912.7,Loam-Clay,0.1,801.5,-44.131185,38.740869,50.07,residential_yard,49.02,none,EN,0.706,0.0,1,0.017,Hybrid-synthetic (modeled from literature distributions)
R000784,Quercus robur var5,English oak (var5),tree,Africa,South Africa,2021,2.172,32.69,0.637,147.732,33.34,85.104,312.048,4.5368,16.635,5.33,0.16,0.0248,5.672,1.0,0.5,24.8,1005.2,Clay,1.338,760.8,46.032449,-30.185836,21.58,green_roof,22.74,none,LC,0.43,16.39,1,0.236,Hybrid-synthetic (modeled from literature distributions)
R000785,Pongamia pinnata var6,Karanja (var6),tree,Oceania,New Zealand,2007,11.139,45.393,0.533,1223.504,321.708,726.25,2662.915,0.7262,2.6629,0.1,-1.41,0.0201,2.302,83.881,2.118,18.47,850.1,Silty,0.783,715.4,54.242913,71.663729,29.22,roadside,52.19,moderate,EN,0.41,21.99,1,0.075,Hybrid-synthetic (modeled from literature distributions)
R000786,Lantana camara,Lantana (common),flower,Africa,Uganda,2006,0.583,0.0,,0.01,0.002,0.005,0.02,0.0018,0.0064,32.34,1.75,0.2262,1.692,0.325,0.371,18.45,460.3,Peaty,2.882,1235.3,45.137322,9.734157,23.42,community_garden,2.83,none,LC,0.352,5.83,0,0.165,Hybrid-synthetic (modeled from literature distributions)
R000787,Betula pendula var7,Silver birch (var7),tree,South America,Argentina,2010,19.85,32.017,0.426,866.463,213.097,507.393,1860.44,7.9331,29.088,1.56,1.16,0.0434,1.094,34.117,1.035,23.6,3253.7,Silty,2.313,0.0,17.81973,161.962193,19.85,natural_forest,68.47,low,LC,0.541,6.3,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000788,Moringa oleifera var2,Moringa (var2),tree,Oceania,New Zealand,2011,3.97,40.553,0.654,426.902,147.97,270.19,990.695,12.4373,45.6034,4.6,4.07,0.026,2.834,13.528,1.451,18.72,883.5,Chalky,1.446,282.9,53.155859,-36.482727,26.24,residential_yard,17.83,low,CR,0.569,27.11,0,0.14,Hybrid-synthetic (modeled from literature distributions)
R000789,Acer platanoides var6,Norway maple (var6),tree,Africa,Ethiopia,2008,17.283,26.346,0.284,340.179,95.808,204.913,751.349,12.4997,45.8322,6.1,-0.79,0.0282,2.962,79.314,0.5,22.4,1190.9,Silty,2.149,641.5,-19.231108,-40.64002,9.1,urban_park,60.82,moderate,NT,0.942,13.54,0,0.017,Hybrid-synthetic (modeled from literature distributions)
R000790,Tectona grandis var6,Teak (var6),tree,Europe,Spain,2021,10.278,79.355,0.552,3572.806,1035.928,2166.105,7942.385,64.2041,235.4149,2.96,2.77,0.0277,2.728,54.373,0.5,12.13,647.7,Loam,1.553,195.2,-17.092335,68.491929,18.93,roadside,29.13,high,CR,0.581,8.26,0,0.607,Hybrid-synthetic (modeled from literature distributions)
R000791,Salix babylonica var5,Weeping willow (var5),tree,North America,United States,2018,4.85,17.654,0.526,79.455,21.092,47.257,173.276,1.305,4.7852,2.76,0.39,0.0125,3.496,23.114,1.306,4.61,1727.4,Loam,2.956,754.2,40.658109,-6.998632,46.67,natural_forest,40.9,moderate,CR,0.63,17.19,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000792,Populus nigra,Black poplar (common),tree,North America,Mexico,2004,12.868,21.157,0.605,348.423,114.345,217.501,797.504,9.9922,36.6381,4.59,-2.76,0.0212,4.731,112.516,1.387,-1.89,731.8,Loam,1.25,1199.9,-19.67926,-0.453841,61.95,garden,46.37,low,NT,0.914,6.28,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000793,Casuarina equisetifolia var7,Casuarina (var7),tree,Oceania,Fiji,2016,8.769,62.255,0.699,2377.294,581.338,1390.557,5098.708,95.7455,351.0668,6.89,2.8,0.0233,4.105,95.112,2.579,16.16,1367.5,Loam,2.105,167.4,57.198067,-99.341132,18.82,natural_forest,34.73,low,DD,0.418,0.21,0,0.24,Hybrid-synthetic (modeled from literature distributions)
R000794,Tagetes erecta var2,Marigold (var2),flower,Asia,Indonesia,2002,0.392,0.0,,0.113,0.022,0.063,0.233,0.03,0.1101,47.33,-3.61,0.05,1.433,0.01,0.258,23.8,959.9,Peaty,1.667,0.0,-31.19597,107.055135,23.48,roadside,44.64,low,VU,0.974,3.61,1,0.272,Hybrid-synthetic (modeled from literature distributions)
R000795,Tectona grandis var3,Teak (var3),tree,Oceania,Australia,2024,18.214,11.762,0.615,154.944,44.948,93.949,344.48,2.912,10.6772,3.1,2.12,0.0504,5.118,18.183,1.613,22.42,905.6,Clay,0.768,563.4,-25.99692,129.895654,40.79,natural_forest,26.43,high,VU,0.094,10.17,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000796,Cordia africana var3,Cordia (var3),tree,Oceania,Fiji,2023,2.109,21.135,0.464,43.665,12.141,26.229,96.173,0.6086,2.2315,2.32,-2.38,0.0253,1.034,21.006,1.525,19.26,1266.2,Clay,1.724,0.0,-8.301637,1.191611,43.63,garden,52.54,low,LC,0.304,32.08,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000797,Albizia saman var4,Rain tree (var4),tree,Asia,India,2024,2.333,14.477,0.587,28.683,6.738,16.648,61.043,0.5684,2.0841,3.41,3.15,0.0115,3.341,87.411,1.073,15.34,1068.2,Peaty,0.739,152.0,-38.741854,167.121344,31.38,residential_yard,13.41,low,CR,0.761,5.36,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000798,Salix babylonica var7,Weeping willow (var7),tree,Asia,Vietnam,2000,8.967,13.204,0.628,98.218,24.639,57.743,211.723,6.0058,22.0212,10.4,-0.66,0.0187,5.707,58.591,0.5,7.26,2072.7,Clay,2.288,0.0,-27.265624,-87.673395,24.25,roadside,18.68,high,NT,0.825,9.69,0,0.362,Hybrid-synthetic (modeled from literature distributions)
R000799,Lavandula angustifolia var2,Lavender (var2),flower,South America,Colombia,2022,1.074,0.0,,0.194,0.033,0.106,0.39,0.0152,0.0556,14.26,-1.03,0.0714,1.146,0.47,0.195,18.83,1717.0,Chalky,2.093,874.1,15.031563,-148.415521,40.7,green_roof,12.41,low,EN,0.597,10.11,0,0.174,Hybrid-synthetic (modeled from literature distributions)
R000800,Hibiscus rosa-sinensis var4,Hibiscus (var4),flower,North America,United States,2005,0.728,0.0,,0.043,0.007,0.023,0.086,0.0067,0.0247,28.7,1.02,0.35,0.363,0.183,0.117,8.96,237.9,Loam,2.264,1115.5,-5.132351,72.576754,26.85,campus,22.29,none,EN,0.591,8.0,0,0.101,Hybrid-synthetic (modeled from literature distributions)
R000801,Quercus robur var8,English oak (var8),tree,Europe,Spain,2007,7.847,31.146,0.672,511.234,154.835,313.052,1147.858,24.0796,88.2919,7.69,-0.71,0.01,3.319,12.136,1.259,10.4,200.0,Chalky,2.158,0.0,-26.003656,-170.166034,62.35,campus,41.96,low,LC,0.857,14.23,1,0.132,Hybrid-synthetic (modeled from literature distributions)
R000802,Prunus africana var3,African cherry (var3),tree,North America,Mexico,2015,12.466,39.441,0.431,836.35,281.661,525.465,1926.707,18.4196,67.5387,3.51,2.95,0.0199,2.433,45.222,2.804,22.81,783.3,Chalky,3.133,2.6,44.173869,84.338328,16.07,green_roof,10.66,high,NT,0.661,13.42,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000803,Cinnamomum verum var3,Cinnamon (var3),tree,North America,United States,2019,6.121,46.905,0.776,1044.633,345.677,653.446,2395.967,19.2892,70.7271,2.95,-0.22,0.0408,1.599,104.465,1.345,26.3,904.7,Chalky,2.811,23.6,38.426544,144.510565,18.27,natural_forest,13.37,moderate,EN,0.279,7.88,0,0.253,Hybrid-synthetic (modeled from literature distributions)
R000804,Tagetes erecta var5,Marigold (var5),flower,South America,Chile,2016,0.656,0.0,,0.24,0.024,0.124,0.455,0.074,0.2714,59.63,2.4,0.1775,1.465,0.482,0.05,23.34,1356.9,Chalky,1.954,663.9,-50.54064,0.247692,32.25,urban_park,37.54,none,EN,0.576,12.38,0,0.019,Hybrid-synthetic (modeled from literature distributions)
R000805,Terminalia brownii var2,Terminalia (var2),tree,Africa,Uganda,2016,13.654,46.251,0.493,1439.662,308.353,821.567,3012.412,47.0606,172.5557,5.73,2.38,0.01,1.449,33.456,1.801,21.24,1484.2,Peaty,2.208,1497.1,-3.177124,-107.476217,2.14,natural_forest,75.85,none,CR,0.39,6.79,0,0.28,Hybrid-synthetic (modeled from literature distributions)
